"18","高大山","20","",\N,\N,"/media/50/2009_20.jpg",\N,"非凡源于坚持，卓越始于责任。仅凭一份对爱的执着追求，对真的热烈期盼，他怀揣着绚烂梦想与坚定信念，在最崎岖的山路上的山崖上牢牢牵起孩子们求学的小手，在艰苦贫困的村落绘出真善美的爱心轨迹，路漫漫而毅力坚，途遥遥而意志强。高大山，秉着一份善良与真诚，端实与稳重，与我们一同见证见证义无反顾的大爱飞跃！","2009"
"19","学雷锋小组","21","",\N,\N,"/media/50/2011_21.jpg",\N,"从“红马甲”到“红袖章”，到“小红帽”，从单一的“便民服务”发展到多位一体的服务体系。有这样一群人，他们一直在坚守着这束光亮，擎着这盏微弱的灯，穿透生命的迷雾，照亮着幸福的渡口。他们不求为他人拧多少螺丝钉，补多少车胎，也从不曾细数究竟帮助过多少人。他们只想用想用24年一直做着“小小的好事”的坚持告诉世界，只要我们在这里，温暖就一直在这里。","2011"
"20","窦晓龙","22","经济域管理学院  ",\N,\N,"/media/50/2011_22.jpg",\N,"大经，大管，大器，向上，向善，向前。珞珈精英之光，为商为贾之志，闪耀于全国冠军，20万奖金，6家名企实习。大爱无疆，从微做起，坚守于同窗情促就业，一年大别山支教，787小时志愿服务。筚路蓝缕，修身齐家，开拓于校级学生组织领袖。闪耀光芒。","2011"
"21","王峰","23","资源与环境学院",\N,\N,"/media/50/2010_23.jpg",\N,"两度参加世界脑力锦标赛，一拳打破四项世界纪录。由对记忆领域从未接触到成为世界记忆大师，信念至坚终见得风光无限，踏实至诚总是由执着铺路。夺得冠军之后，渴望着团队协作，致力于系统研究；一天一天，一步一步，是苦修，也是乐趣，是长征，也是飞跃，是记忆，也是未来。“相信梦想，就有奇迹。”","2010"
"22","袁文魁","24","文学院",\N,\N,"/media/50/2008_24.jpg",\N,"对梦想，他不懈坚持；对生活，他诗意栖居。贵为中国仅有的十名“世界记忆大师”之一，他以淡治自守，苦守一份大师艰辛成长的寂寞，苦守一份功成名就后的洒脱。他创造人类记忆的奇迹，却不相信命运会有奇迹。突破就再坚持的最后一瞬，梦想就在坚持的最后一瞬，梦想就在坎坷道路的最后一个转弯。天道酬勤，有一种记忆，叫刻骨铭心。","2008"
"23","陈铭","25","法学院",\N,\N,"/media/50/2010_25.jpg",\N,"洋洋洒洒，激辩群雄，笑傲中原四野；秣马厉兵，十年尝胆，问鼎狮城之巅。凌厉不失沉稳，激情不乏儒雅，他拥有一个辩手的最高的荣光，他关怀百年老校的血脉传承。","2010"
"24","彭飞宇","26","",\N,\N,"/media/50/2011_26.jpg",\N,"有直指洞穴的辩场凛气，也有感叹雨后彩虹的平日温柔，属于他的辩论姿态，是属于他的人生笔记，没有夜夜仰望苍穹，只有日日埋首琢磨。他以他的执着向每一个观众传递欢乐，智慧，激情与希望。","2011"
"25","徐卓阳","27","新闻学院",\N,\N,"/media/50/2007_27.jpg",\N,"四年金秋辩坛，他扬眉淡看漫天烽火；三界最佳辩手，他一路走来诸多坎坷；第三届古典诗词大赛，一曲《阿房宫赋》，几多凄怆骊歌。他以情入境，以心动人。特等奖也许是偶然是幸运，然而对朗诵，对诗词的执着却是一如既往。全国校园金话筒第一名，华中新闻先生之荣耀，他以所学所感，关注社会热点，为无为尽管拍案而起，二体坛网资叫屈呐喊。朝闻道，夕死可矣。他乘承入世观念，颇具东林遗风。他努力臻于歌竟长叹息，持以感人多之至善境界。","2007"
"26","肖函","28","法学院",\N,\N,"/media/50/2006_28.jpg",\N,"辩手往往以犀利尖锐而著称，而睿智的肖函在辩论中给人以理性而幽默，清新而自然之感，她用自己的方式告诉我们，辩论不一定是唇枪舌剑，也可以是理性的娓娓道来。","2006"
"27","杨子江","29","新闻学院",\N,\N,"/media/50/2008_29.jpg",\N,"辩坛的宠儿，珞珈的骄傲，他是新闻先生，他是全程最佳。儒雅之中，尽量锋芒，侠骨柔情当仁不让。于青涩处一路走来，在付出与艰辛面前他却甘心做一个灵魂的谛听者，在汀芷中央，他信步自守，远播芬芳。杨子江，用一份武大辩论人的自信与成熟兑现一种睥睨险阻的淡然与刚强","2008"
"28","张培琳","30","新闻学院",\N,\N,"/media/50/2011_30.jpg",\N,"笑颜如花绽放在她的唇角，玉音似水流淌自她的心闸。端庄大气辩论风采，挥洒自如主持姿态。我们惊叹他身上无数的“奇迹”也感知到她背后独一无二的强大力量——守候梦想，期待光明。张培琳，培植呵护心田间柔软绽放的理想化多，收获满载菁智莹润的美玉。","2011"
"29","周锴","31","哲学院",\N,\N,"/media/50/2006_31.jpg",\N,"年轻的人文爱乐之父--周锴，以其哲学院院博士的头脑指挥着人文爱乐合唱团，并用他自己的执着塑造了其独特的艺术家形象","2006"
"30","人文爱乐（团队）","32","",\N,\N,"/media/50/2011_32.jpg",\N,"他们用歌声解释玄妙的道义，他们用歌声阐述灵魂的深度。从金秋合唱的专场舞台都与省歌爱乐合办的音乐会；从唱响香港大会堂音乐厅到问鼎釜山国际合唱节。点点滴滴，日复一日的积累，使他们可以不断在更大的舞台上放歌。悠扬婉转的声音将武汉大学唱响在国际合唱的舞台，也最有力地诠释了他们的名字：人文爱乐","2011"
"31","胡启明","33","",\N,\N,"/media/50/2012_33.jpg",\N,"一把朴素吉他，两届摇滚盛宴，三张精美专辑，他让世界听到了武大人自己的音乐。《珞樱2》的优美旋律满足了你我挑剔的耳朵；七小时的摇滚狂欢让所有现场观众如痴如醉；一买专辑的善款是他用音乐做公益的最好诠释。他说，他做这些只是因为坚信，Music can save the world.十大风云学子胡启明——乘音乐之风，踏梦想之云。","2012"
"32","《梦影长空》剧组","34","",\N,\N,"/media/50/2007_34.jpg",\N,"戏剧人生，台前留香行板，台后苦尝秋霜，梦思天马行空的艺术异想，脚驻背云流光的攀援石踏，崭露头角，珞珈奇葩。泪水，汗水终于成就了《梦影长空》剧组的长空翱翔。从第四届“未来影象——亚洲国际青少年作品展映”最佳编剧奖到武汉大学第十九届金秋艺术节之原创作品文艺大赛一等奖。一次次的载誉而归，见证的是他们对最初的梦想的执着。好剧似红颜，磨难过后是春光。那一句“天空中没有留下任痕迹，但我以从中飞过”将承载着他们展翅的梦想直冲云霄。","2007"
"33","李英男","35","物理学院",\N,\N,"/media/50/2008_35.jpg",\N,"他穿梭于多个世界，走访与各种心情。在别人的故事里思考自己的人生，将自己对于生命的领悟注入每一个恰如其分的角色，这边是他苦苦追寻的乌托邦。与戏剧结缘，若只是一场美丽的邂逅，那一面之缘，竟无法割舍；若不是他精神至深的陶醉，怎会给人荡气回肠的怀想。舞台之上，他是戏剧精灵；舞台之下，他有如火的青春。","2008"
"34","吴倩","36","艺术学院",\N,\N,"/media/50/2012_36.jpg",\N,"清新丽人的邻家妹妹，天真无邪，所有美好都为她附丽；耀眼夺目的演艺新星，镁光灯下，聚焦着她的无尽可能。也许是惊鸿一瞥，却早已在脑海中挥之不去。她带给我们的不只是一张照片一部电影的清新青春，更是无言的真实与感动。不在等候时间选择自己，而是自己主动选择未来。倩影佳人，不负韶华，迷醉江城。","2012"
"35","李丹","37","",\N,\N,"/media/50/2006_37.jpg",\N,"这是一个在男性主宰的电子世界中奔跑冲锋的勇敢女孩，她的勇气不仅仅是在每一场游戏中斗智斗勇，战胜对手，突出重围，更重要的是，她能以自信和坚韧带领珞珈山下的电竞爱好者一起奔跑，把爱好变成追求，把压力化为斗志，使电竞这个小众的运动从角落走到阳光下，如青春一般绽放得绮丽多姿。","2006"
"36","张墨翰林","38","文学院",\N,\N,"/media/50/2010_38.jpg",\N,"文理双雄，重责在肩，书写九天风雨；翰墨英才，挥毫泼洒，但求字字珠玑。年少有为，他们在国际，国内多项书法赛事上披荆斩棘，当仁不让；壮志凌云，他们创立了“珞珈英才书画中心”，从体制形式上扛起了弘扬武大学子书法风貌的大旗。张翰墨林，他们用纸币重塑了当代文人的风骨，为日渐刚性的湘园注入了儒生士子们的雅致，温和与从容。","2010"
"37","罗希","39","",\N,\N,"/media/50/2007_39.jpg",\N,"被誉为“街舞王子”的他，却颇有儒者风范。舞台上，他是一位穿着张扬服饰，有着倨傲眼神的“潮人”，生活中，他高调做事，低调做人，展现了自我本色。从武大休闲舞蹈大赛团体冠军，金秋艺术节舞蹈大赛团体冠军，到动感地带全国街舞挑战赛湖北赛区最佳M-Zone人，武大校园男生风采大赛冠军……众多荣誉的背后，是他那份对梦想坚定不移地执着。给他一个舞台，还你我一篇精彩！","2007"
"38","李萍","40","新闻学院",\N,\N,"/media/50/2007_40.jpg",\N,"面对贫寒的家境，她选择了用自强不息的奋斗来对抗贫困的生活，柔弱如她，硬是赚出了大学期间百分之八十的生活费；面对多舛的命运，她选择用闪耀来回答，新闻小姐，模拟职场，十佳主持人，她的自信从容大气令她在各种舞台绚烂着。李萍告诉武大：人不可以选择境遇，却可以选择自己的态度。","2007"
"39","黄碧海","41","化学与分子科学学院",\N,\N,"/media/50/2011_41.jpg",\N,"一边是重病在床成为\"植物人\"的母亲，一边是高薪留学的机会。当两者发生冲突时，他选择了前者。28岁的黄碧海，武汉大学化学与分子科学学院博士生，用对母亲的坚守，感动了无数人。","2011"
"40","姚忠凯","42","",\N,"","/media/50/2015_42.jpg","","贫穷和苦难可以把人打倒，使其毁灭，也可以锻造人钢铁般的一直，使其百折不挠，不断奋进，他属于后者.谁能想象一个大连山沟的穷苦孩子是在背负着不幸家庭10多万元的巨额债务跨入武大的？10多份家教，1元8角钱的饭菜，多项简直，通宵自习室里不知疲倦的身影。。。。。三年的风雨征程，她经历了常人难以想象的生存考验！然而，他一路踏歌寻梦，一路披荆斩棘，始终把理想深埋在内心的最深处。","2006"
"41","杨应成","43","国防生",\N,\N,"/media/50/2008_43.jpg",\N,"贫困如虎，他却越挫越勇；岁月多舛，让他百炼成钢。悲伤四溢的清晨，堂堂七尺男儿的血性与刚强一次次升起希望.两次辍学，万元债务，父母多病，他早早扛起了家庭的重担。苦难的背后则是军人百折不挠的雄魄。他是中国大学生自强之星。他用行动给苦难致命一击，将相本无种，男儿当自强。","2008"
"43","武云龙","45","国防生",\N,\N,"/media/50/2010_45.jpg",\N,"立正、稍息，怀缅着军人的梦想挥洒汗水；阅读、实践，带着求知的欲望挑战高峰。以勤奋为主题，他用一种独特的方式演绎着青春；用奋斗做坐标，他以一种惊叹的角度诠释着生命。","2010"
"44","武大国旗班","46","国防生",\N,\N,"/media/50/2012_46.jpg",\N,"他们，是樱花城堡下的国防绿，用青春护卫国旗。他们，是大型活动上的排头兵，纪律铸就辉煌，汗水闪烁荣光。这里，不是一次邂逅，只要有一样的军旅梦，就注定会相遇。这里，不是一场朝圣，除了信仰，我们更用行动传递力量！十大风云学子之武汉大学国旗班，乘珞珈之气，铸钢铁军魂！","2012"
"45","杜国心","47","基础医学院临床医学",\N,\N,"/media/50/2006_47.jpg",\N,"望闻问切与卡通漫画，白血病魔与阳光少女。你的人生是如此的精彩，因为那是痛苦与智慧相伴、死亡与欢乐相生的时光。谁说灾难不是一种财富呢？只要梦想永远站着、、、、、、","2006"
"46","徐稳安","48","口腔医学院",\N,\N,"/media/50/2007_48.jpg",\N,"一次意外，失去的是两位至亲；一份坚持，得到的是无悔的满足。如果他当时选择了逃跑，徐稳安这个名字就不会像现在这样出现在人们的视野之中；如果他当时选择了退缩，徐稳安这个名字更不会像现在这样承载着武大“自强、弘毅”的精神。亲人离世之后的坚强，对急救事业的无限热忱，使他一次一次地蜕变，走向人生的高处。","2007"
"47","侯艳丽","49","",\N,\N,"/media/50/2007_49.jpg",\N,"自称只是一个普通学生的她却有着不一样的人生经历，从罹患癌症到选择截肢再到癌细胞扩散，这个瘦弱的女生一次又一次地站在了人生的风口浪尖，但她没有消沉地等待命运的裁判，而是乐观地接受了现实，拼命地学习，用心地生活，那一句“我要创造奇迹，我是铁打的金刚”，无疑是武大校训里“自强”二字最淋漓的体现。","2007"
"48","陈东","50","生命科学学院",\N,\N,"/media/50/2007_50.jpg",\N,"这个普通的男孩儿，从一个“橘子”到央视冠军，从篮球爱好到领衔生科，从梦碎清华到择嫁耶鲁，身上的光环太多太多，但他自己知道，点亮光环的那双手，是谁的，始终站在阳光下，行走在微风里，最灿烂的笑脸诠释着：有了深度的人们，自然就会朴实。或许，没有大起大伏的坎坷，不堪称命运的强者，然而，踏雪而来，乘风而去，又何尝不是另一种生活的英雄。努力，获得，简单地力行着，陈东，引领武大学子，力挽武大风云。","2007"
"49","邹思颖","51","生命科学学院",\N,\N,"/media/50/2009_51.jpg",\N,"从全额奖学金到被实验室录取，所有的荣誉与赞誉都在邹思颖那里云淡风轻。一切都是那么恰到好处，顺理成章。生命的墨笔写到了她这里，处处都是流光溢彩，美不胜收。她逐梦的姿态总让人感觉青春，就像一艘船，只会属于远方。随风行走，生命里最倾心的景致。彼岸的花，四季常开。","2009"
"50","张五州","52","计算机学院",\N,\N,"/media/50/2009_52.jpg",\N,"困难打不垮，贫困磨不坏，当命运的暴风雨来袭，他毅然不倒，扛起命运的重负，只为与艰难困苦背水一战。面对多舛岁月的汹汹狂潮，他紧握心中笔杆，秉承坚定信念傲然迎战，指点山河，拼出一段岁月峥嵘。承载光荣，他依然不忘坚守心中的精神家园，知恩图报，他用不灭的火苗点燃希望，用热血青春吟咏强者之歌。","2009"
"52","律德","54","历史学院",\N,\N,"/media/50/2011_54.jpg",\N,"不要问他为什么辗转。因为他没有回首，只有不悔至白头。XXX命运唆使的漂泊，还是内心追逐的曲线，他只知道，踏上心灵土地的那一刻，有亲吻大地的冲动。XXX欧洲收藏了他的足迹，中华听见了他的旋律。音乐教会了真，也教会了自由，最后自己也成了一首冥想之曲中的音符。","2011"
"53","汪玥","55","",\N,\N,"/media/50/2010_55.jpg",\N,"天津、坎昆，变的是地点，不变的是对气候的关注，对环境的坚守。音乐、会议，变的是形式，不变的是对生活的努力，对理想的执著。稚气却不幼稚，平实却不平凡，这个“青年气候领袖”，他用自己的行动诠释了“有志不在年高”，他用自己的坚持抒就了人与环境的和谐。他的梦想，也是人类的环保梦想，即将放飞。","2010"
"60","程晓萱","62","新闻与传播学院",\N,\N,"/media/50/2006_62.jpg",\N,"一个本科生能在不到四年的学习过程中，在全国中文核心期刊上发表不下十篇论文，并在推荐免试研究生考试中同时被北京大学和中国人民大学录取，这是让人刮目相看的。有人说她是学术美女，有人说她是学术才女，而她却说她自己只是一个有着特殊武大情节，平凡的女生。她的平和、大气、睿智和坚定不正是武大精神的最好诠释么？","2006"
"61","任晓东","63","测绘学院",\N,\N,"/media/50/2010_63.jpg",\N,"没有比人更高的山，因为他有山一样的性格；没有比脚更长的路，只要像他那样脚踏实地。古人云：“寒门出才子。”平凡、坚韧、自信、乐观，因为不一样的起点，去追求华丽的终点。这一刻，他已走出了自我。","2010"
"62","林凯荣","64","水利水电工程学院",\N,\N,"/media/50/2006_64.jpg",\N,"“君子务实，本立而道生。”作为一名大学生，林凯荣修学储能，厚积薄发，在学术之路上鉴定地前行。家庭的清贫没有束缚住他高飞的心，出色完成的各种科研项目见证了他的优秀和踏实，兢兢业业的工作为他赢得了无数赞许和欣赏的目光。这个憨厚务实的年轻人，心无旁骛地做着学生最本职的事情，因为专一，所以感人。","2006"
"63","武文博","65","化学院",\N,\N,"/media/50/2012_65.jpg",\N,"既是仰望星空的梦想者，也是积跬步成千里的实干家。他是文韬武略的化学博弈者，始终追求“最疯狂的梦想”。发表总影响因子超过85的16篇国际期刊论文；发现迄今为止以偶氮苯为生色团所能达到的最高值。珞珈十大风云学子之武文博—以严谨细致之心躬行求知，以云帆沧海之意长风破浪。","2012"
"64","张本坚","66","医学院",\N,\N,"/media/50/2007_66.jpg",\N,"他，本性浪漫，但却坚定投身于科研。“艰难困苦，玉汝于成”，从枯燥的科研低谷到在国际知名医学杂志发表论文的高峰，他无怨无悔。静，能耐住实验的寂寞与枯燥；动，能活跃于学生活动。“人生不能被颠覆，但可以创造。”这是他的个人宣言，亦是他的真实体会，只要坚定了一条属于自己的人生之路，就要认真地走下去。人生的转角他遇到了科研，选择了科研，专心于科研。希望他能在科研这条荆棘之路上，走得更远……","2007"
"65","何川","67","化学院",\N,\N,"/media/50/2008_67.jpg",\N,"他是科研探索道路上虔诚的朝圣者，平和且谦让，多识而执着。绚烂的青春献给单调的科研，清冷的实验室封闭不了一颗炽热的心。智者年少，不显山露水，只暗叙幽情，坚定如斯，沉稳如斯。何川，如大河般悄声流淌，却汇百川千种灵性，漫长的积蓄里，只一次爆发，便惊天动地。","2008"
"66","杨洋","68","计算机学院",\N,\N,"/media/50/2009_68.jpg",\N,"他在丰富变幻的计算机字符中收获成长，在神奇莫测的程序语言中勇往直前。他是才华横溢的计算机程序设计师，每一个细胞都渗透出非凡智慧与天赋；他亦是执着于求知科研的梦想坚定者，每一个脚印尽显笃定与艰辛。他似是为计算机程序而生，为使命而拼。杨洋，收获辉煌的先行者，披荆斩棘，把智慧锻造成梯，在浩瀚书海勇敢攀登。","2009"
"67","刘超","69","化学院",\N,\N,"/media/50/2011_69.jpg",\N,"八年，他将人生最美好的年华留于珞珈，将生命融于珞珈；珞珈为家，他把自己踏实的科研精神，融进珞珈之魂；他和千万精英珞珈学子一起，成为珞珈的脊梁，支撑起巍巍珞珈！","2011"
"68","张驭宇","70","电子信息学院",\N,\N,"/media/50/2011_70.jpg",\N,"一项国家发明专利，两次科研工作经历，三年最高额度奖学金，七篇学术论文，无数荣誉表彰。风采张扬的背后，是日日夜夜的辛勤付出；专业技能的驾驭，源自于对梦想的执着；他用四年的时间，绘就了属于一个珞珈学子的器宇轩昂。","2011"
"69","沈庆林","71","医学院",\N,\N,"/media/50/2012_71.jpg",\N,"我们世界上最美好的东西，都是由劳动、由人的聪明的手创造出来的。不要心平气和，不要容你自己昏睡！趁你还年轻，强壮、灵活，要永不疲倦地做好事。沈庆林就是这样，一个永不疲倦做好事的人。两年来，他不断改进和完善循环肿瘤细胞的捕获和释放研究的技术和方法，成为了多个项目的主要执行者，刷新了武大医学部三项记录，在世界上有着举足轻重的影响。为肿瘤学科做出贡献，就是他一直以来最坚定的追求。执着科研路，苦寂亦清欢。驽马十驾，功在不舍，锲而不舍，金石可镂。","2012"
"70","南极科考队","72","",\N,\N,"/media/50/2012_72.jpg",\N,"他们，二十九次代表武大踏上南极大陆。在白色荒原，他们建立了首个验潮站；在冰冷大陆，他们用“珞珈山”命名了其中一座山。他们一口气在南极度过了448天，创造了我国极地科考的记录。这是一场心无旁骛的接力赛，他们手握一颗赤诚之心，一年又一年地奔跑着。南极的天空风云变幻，只因那个信念：守护着武大人在南极创造的荣耀与梦想。","2012"
"71","神农架及长江流域生态考察队","73","",\N,\N,"/media/50/2006_73.jpg",\N,"你们去神农架的目的不同凡响：你们没有去寻找也许并不存在的野人，而是去保护越来越稀少的动植物。如果说，生态保护真的是一件时尚的外套，那么，它首先应该穿在这所百年名校的风云学子们身上。","2006"
"72","唐瑞","74","电子信息学院",\N,\N,"/media/50/2007_74.jpg",\N,"犹如一朵野百合，她简单又坚韧，蓬勃得不屈不挠。如果说武大是培养她的沃土，那么她迎风生长，终究会给母校带来更大的辉煌。她犹如一支蜡烛，一旦点燃，就快乐地燃烧着，勇往直前，义无反顾。她温和坚定，静能寒窗苦守，动能风云赛场。平淡是生活，奋斗的路上，她延续着强者的歌唱。其实，我们的时代从来不缺少追随潮流的人；我们缺少的，是这样坚韧淳朴、热爱生活的校园精神引领者。","2007"
"73","刘志毅","75","新闻与传播学院",\N,\N,"/media/50/2010_75.jpg",\N,"卧底富士康，追踪“八连跳”。这是新闻一线的硬拼杀，这是社会热点的深介入。从新鲜刺激到走完孤独之旅，这是一位年轻人的难以承受之重，更是一名新记者的成人之礼。怀着一个记者对新闻理想的执著，他仍然在追寻的路上。举手投足，激荡风云。","2010"
"74","李行","76","经济与管理学院数理金融班",\N,\N,"/media/50/2007_76.jpg",\N,"李行，人如其名，“背着行李去旅行”，他看过天涯海角的日出，听过维多利亚港船只起航的鸣笛，感受过敦煌石窟雄浑博大的瑰丽，领略过内蒙古大草原一望无际的辽阔……行走中，他以坚定的社会责任感，自觉肩负起传播中华文化的使命，凭借武大人广博的胸怀与自强弘毅的特质，亲身感受并致力于传播华夏文化。李行，行走中的舞者！","2007"
"75","施俊","77","",\N,\N,"/media/50/2008_77.jpg",\N,"从丽江徒步走到拉萨，与天地为伴，完成一次精神的旅行。风声呼啸，只是耳畔匆匆过客；大雨滂沱，在从容笃定的脚步下碾落成泥。天为盖，地为庐，高原行者，找寻一份被城市遗忘的寂静。行者无疆，四十卷胶卷记载的故事里是也无风雨也无晴的青春随笔。山色如黛，轻雾如烟，他低吟而来，浅唱而去，字字珠玑，都是武大学子的不羁与轻狂。那种即兴而为的诗意与勇气，给汲汲奔忙于世的我们一份久违的感动。","2008"
